date,state,deathIncrease,positiveIncrease,negativeIncrease,hospitalizedIncrease
2020-09-24,MP,0,0,0,0
2020-09-24,MS,4,737,4311,0
2020-09-24,MT,0,330,4028,49
2020-09-24,NC,40,1688,26076,0
2020-09-24,ND,0,470,791,14
2020-09-24,NE,1,493,2774,33
2020-09-24,NH,0,37,2625,4
2020-09-24,NJ,9,564,28493,37
2020-09-24,NM,3,197,5878,17
2020-09-24,NV,8,390,3174,0
2020-09-24,NY,2,955,91998,0
2020-09-24,OH,28,991,23525,74
2020-09-24,OK,11,1083,11517,73
2020-09-24,OR,1,362,4011,30
2020-09-24,PA,17,853,13058,0
2020-09-24,PR,10,1182,0,0
2020-09-24,RI,4,134,2329,12
2020-09-24,SC,17,1021,15501,39
2020-09-24,SD,8,463,1066,8
2020-09-24,TN,35,835,15210,75
2020-09-24,TX,138,4320,115839,0
2020-09-24,UT,0,1198,7919,35
2020-09-24,VA,24,902,29537,127
2020-09-24,VI,0,12,194,0
2020-09-24,VT,0,2,924,0
2020-09-24,WA,11,509,1888,35
2020-09-24,WI,7,2478,10887,76
2020-09-24,WV,6,202,3243,0
2020-09-24,WY,0,136,1511,2
2020-09-23,AK,0,55,1952,0
2020-09-23,AL,31,569,4886,94
2020-09-23,AR,20,982,8076,43
2020-09-23,AS,0,0,0,0
2020-09-23,AZ,27,438,8774,25
2020-09-23,CA,133,3146,72222,0
2020-09-23,CO,12,654,5573,43
2020-09-23,CT,1,155,9919,0
2020-09-23,DC,0,29,1786,0
2020-09-23,DE,1,69,1138,0
2020-09-23,FL,203,2590,21048,172
2020-09-23,GA,96,1457,18331,259
2020-09-23,GU,0,45,378,0
2020-09-23,HI,0,63,1426,14
2020-09-23,IA,8,1036,5735,0
2020-09-23,ID,4,446,884,14
2020-09-23,IL,22,1848,44543,0
2020-09-23,IN,10,711,6668,47
2020-09-23,KS,21,1267,6323,60
2020-09-23,KY,5,786,147736,20
2020-09-23,LA,21,616,12419,0
2020-09-23,MA,19,543,20120,21
2020-09-23,MD,7,385,7706,31
2020-09-23,ME,0,25,10578,-1
2020-09-23,MI,16,902,33327,0
2020-09-23,MN,6,678,5840,50
2020-09-23,MO,83,1580,1234,0
2020-09-23,MP,0,0,460,0
2020-09-23,MS,24,552,3658,0
2020-09-23,MT,2,212,2939,17
2020-09-23,NC,30,952,16546,0
2020-09-23,ND,0,473,1309,11
2020-09-23,NE,9,397,2659,6
2020-09-23,NH,0,17,945,1
2020-09-23,NJ,8,408,24690,45
2020-09-23,NM,3,107,5541,13
2020-09-23,NV,10,509,2341,0
2020-09-23,NY,5,665,70265,0
2020-09-23,OH,52,903,41509,78
2020-09-23,OK,8,1089,11398,61
2020-09-23,OR,6,190,3354,19
2020-09-23,PA,39,898,12496,0
2020-09-23,PR,4,64,0,0
2020-09-23,RI,3,133,2596,9
2020-09-23,SC,19,897,17203,55
2020-09-23,SD,0,445,1341,44
2020-09-23,TN,14,1561,20378,75
2020-09-23,TX,135,3392,69550,0
2020-09-23,UT,1,877,6022,34
2020-09-23,VA,29,580,10501,35
2020-09-23,VI,0,2,152,0
2020-09-23,VT,0,1,-79,0
2020-09-23,WA,0,0,0,0
2020-09-23,WI,9,1895,11691,56
2020-09-23,WV,2,120,2791,0
2020-09-23,WY,1,153,0,0
2020-09-22,AK,0,48,2498,0
2020-09-22,AL,18,804,5453,117
2020-09-22,AR,12,617,5987,69
2020-09-22,AS,0,0,0,0
2020-09-22,AZ,20,595,9097,22
2020-09-22,CA,53,2630,128643,0
2020-09-22,CO,1,542,5633,10
2020-09-22,CT,1,136,11922,0
2020-09-22,DC,0,43,3846,0
2020-09-22,DE,1,94,1530,0
2020-09-22,FL,99,2470,16612,228
2020-09-22,GA,73,882,11682,96
2020-09-22,GU,2,43,431,0
2020-09-22,HI,0,56,1106,5
2020-09-22,IA,12,548,2939,0
2020-09-22,ID,4,410,1375,8
2020-09-22,IL,29,1531,40298,0
2020-09-22,IN,8,599,6196,81
2020-09-22,KS,0,0,0,0
2020-09-22,KY,7,814,9402,24
2020-09-22,LA,11,752,20430,0
2020-09-22,MA,11,173,8992,18
2020-09-22,MD,12,344,6041,66
2020-09-22,ME,0,40,0,2
2020-09-22,MI,16,695,19516,0
2020-09-22,MN,10,480,4016,54
2020-09-22,MO,57,1059,21131,0
2020-09-22,MP,0,0,0,0
2020-09-22,MS,36,465,5130,0
2020-09-22,MT,3,271,2476,8
2020-09-22,NC,39,1168,6222,0
2020-09-22,ND,5,264,295,22
2020-09-22,NE,10,305,1925,14
2020-09-22,NH,0,38,1247,1
2020-09-22,NJ,7,426,44040,35
2020-09-22,NM,2,104,3680,17
2020-09-22,NV,15,262,2020,0
2020-09-22,NY,4,754,83243,0
2020-09-22,OH,12,685,31941,70
2020-09-22,OK,14,1164,27070,100
2020-09-22,OR,3,318,3465,24
2020-09-22,PA,19,834,10735,0
2020-09-22,PR,4,120,0,0
2020-09-22,RI,2,112,1713,11
2020-09-22,SC,31,2665,25701,72
2020-09-22,SD,0,320,1003,26
2020-09-22,TN,28,739,11259,64
2020-09-22,TX,77,17820,27414,0
2020-09-22,UT,2,650,6258,30
2020-09-22,VA,39,872,12143,21
2020-09-22,VI,0,7,145,0
2020-09-22,VT,0,2,600,0
2020-09-22,WA,33,645,3698,52
2020-09-22,WI,7,1739,10865,73
2020-09-22,WV,5,213,2940,0
2020-09-22,WY,0,72,637,6
2020-09-21,AK,0,71,1649,0
2020-09-21,AL,2,818,4746,260
2020-09-21,AR,16,641,6944,19
2020-09-21,AS,0,0,0,0
2020-09-21,AZ,2,233,6805,2
2020-09-21,CA,31,3294,146330,0
2020-09-21,CO,0,501,6506,6
2020-09-21,CT,3,497,45121,0
2020-09-21,DC,1,23,2577,0
2020-09-21,DE,6,101,1691,0
2020-09-21,FL,21,1685,16486,94
2020-09-21,GA,2,1184,18857,17
2020-09-21,GU,1,30,366,0
2020-09-21,HI,0,77,1492,4
2020-09-21,IA,9,660,2656,0
2020-09-21,ID,2,244,2114,7
2020-09-21,IL,7,1477,36757,0
2020-09-21,IN,6,522,6183,41
2020-09-21,KS,4,1674,8268,35
2020-09-21,KY,1,375,9817,25
2020-09-21,LA,9,243,6550,0
2020-09-21,MA,7,256,10579,8
2020-09-21,MD,4,412,7741,52
2020-09-21,ME,1,27,1227,1
2020-09-21,MI,12,1575,50623,0
2020-09-21,MN,4,925,8537,36
2020-09-21,MO,12,1463,5588,0
2020-09-21,MP,0,1,0,0
2020-09-21,MS,0,192,3551,108
2020-09-21,MT,3,130,8319,6
2020-09-21,NC,4,800,11921,0
2020-09-21,ND,9,286,970,7
2020-09-21,NE,0,286,2170,0
2020-09-21,NH,0,5,1836,1
2020-09-21,NJ,2,392,0,5
2020-09-21,NM,2,67,5376,6
2020-09-21,NV,0,232,1376,0
2020-09-21,NY,1,573,57746,0
2020-09-21,OH,8,856,30008,56
2020-09-21,OK,2,1101,0,53
2020-09-21,OR,3,194,2535,39
2020-09-21,PA,23,234,8849,0
2020-09-21,PR,1,638,0,0
2020-09-21,RI,3,52,711,0
2020-09-21,SC,13,416,11107,41
2020-09-21,SD,0,173,497,9
2020-09-21,TN,15,895,11385,40
2020-09-21,TX,24,9853,19157,0
2020-09-21,UT,1,622,3264,26
2020-09-21,VA,6,627,16030,79
2020-09-21,VI,0,0,0,0
2020-09-21,VT,0,4,840,0
2020-09-21,WA,0,349,13167,14
2020-09-21,WI,2,1296,5525,39
2020-09-21,WV,2,117,5095,0
2020-09-21,WY,0,73,1627,4
2020-09-20,AK,0,93,3982,0
2020-09-20,AL,0,798,4918,0
2020-09-20,AR,8,563,16197,4
2020-09-20,AS,0,0,0,0
2020-09-20,AZ,9,467,10298,-6
2020-09-20,CA,75,4265,175007,0
2020-09-20,CO,0,606,7227,10
2020-09-20,CT,0,0,0,0
2020-09-20,DC,1,53,4214,0
2020-09-20,DE,0,117,1593,0
2020-09-20,FL,9,2521,24014,81
2020-09-20,GA,3,1134,14299,39
2020-09-20,GU,0,0,0,0
2020-09-20,HI,0,109,0,26
2020-09-20,IA,1,621,3883,0
2020-09-20,ID,3,288,1445,10
2020-09-20,IL,14,1402,46609,0
2020-09-20,IN,3,746,8579,52
2020-09-20,KS,0,0,0,0
2020-09-20,KY,3,436,0,0
2020-09-20,LA,26,936,31077,0
2020-09-20,MA,15,359,17059,8
2020-09-20,MD,3,412,10260,0
2020-09-20,ME,0,44,2907,0
2020-09-20,MI,0,0,0,0
2020-09-20,MN,2,1296,10784,39
2020-09-20,MO,2,1328,8556,0
2020-09-20,MP,0,6,0,0
2020-09-20,MS,1,277,0,0
2020-09-20,MT,1,136,1837,3
2020-09-20,NC,8,1333,32465,0
2020-09-20,ND,0,351,1402,7
2020-09-20,NE,0,410,2955,0
2020-09-20,NH,0,27,1642,0
2020-09-20,NJ,3,453,59961,10
2020-09-20,NM,6,162,6331,15
2020-09-20,NV,3,385,4113,0
2020-09-20,NY,2,862,99493,0
2020-09-20,OH,3,762,35840,23
2020-09-20,OK,3,1003,0,0
2020-09-20,OR,1,202,1957,0
2020-09-20,PA,25,733,12052,0
2020-09-20,PR,3,845,0,0
2020-09-20,RI,3,82,1705,6
2020-09-20,SC,11,468,8862,30
2020-09-20,SD,2,252,880,20
2020-09-20,TN,2,2075,37964,43
2020-09-20,TX,45,2466,27846,0
2020-09-20,UT,0,920,5295,17
2020-09-20,VA,25,856,14606,11
2020-09-20,VI,0,27,331,0
2020-09-20,VT,0,5,1090,0
2020-09-20,WA,0,597,17773,33
2020-09-20,WI,1,1735,6655,34
2020-09-20,WV,2,180,4638,0
2020-09-20,WY,0,91,0,1
2020-09-19,AK,0,87,4470,0
2020-09-19,AL,9,1301,8256,0
2020-09-19,AR,0,1078,0,31
2020-09-19,AS,0,0,0,0
2020-09-19,AZ,16,609,10231,17
2020-09-19,CA,100,4304,162396,0
2020-09-19,CO,2,605,8023,20
2020-09-19,CT,0,0,0,0
2020-09-19,DC,0,50,3709,0
2020-09-19,DE,1,83,990,0
2020-09-19,FL,63,3573,26720,143
2020-09-19,GA,62,2284,31153,135
2020-09-19,GU,1,43,262,0
2020-09-19,HI,13,137,10299,15
2020-09-19,IA,4,847,4897,0
2020-09-19,ID,4,470,2173,19
2020-09-19,IL,25,2529,71757,0
2020-09-19,IN,8,1076,10101,56
2020-09-19,KS,0,0,0,0
2020-09-19,KY,7,978,1947,24
2020-09-19,LA,0,0,0,0
2020-09-19,MA,26,599,20729,23
2020-09-19,MD,7,682,13255,49
2020-09-19,ME,1,30,6733,2
2020-09-19,MI,15,587,32852,0
2020-09-19,MN,13,914,11644,33
2020-09-19,MO,13,1387,10857,0
2020-09-19,MP,0,0,0,0
2020-09-19,MS,29,1152,68302,0
2020-09-19,MT,10,292,1993,12
2020-09-19,NC,28,1229,20771,0
2020-09-19,ND,0,377,932,11
2020-09-19,NE,0,466,2954,13
2020-09-19,NH,0,59,1155,0
2020-09-19,NJ,3,461,0,24
2020-09-19,NM,5,151,5645,7
2020-09-19,NV,4,323,3762,0
2020-09-19,NY,2,986,109458,0
2020-09-19,OH,4,951,34639,63
2020-09-19,OK,4,1237,16047,88
2020-09-19,OR,4,257,4231,0
2020-09-19,PA,22,1162,13475,0
2020-09-19,PR,6,1309,0,0
2020-09-19,RI,3,178,2283,12
2020-09-19,SC,11,922,10939,39
2020-09-19,SD,2,369,1148,22
2020-09-19,TN,20,942,22803,53
2020-09-19,TX,135,3827,114548,0
